date,ticker,vix,fed_funds
2024-06-03,AAPL,10.688130013661082,5.3348054798087965
2024-06-04,AAPL,10.771337474477379,5.325944874599345
2024-06-05,AAPL,10.5633849899835,5.330678949653199
2024-06-06,AAPL,10.057264740947542,5.348766753966523
2024-06-07,AAPL,10.082510068647396,5.337830496400369
2024-06-10,AAPL,9.897187620475066,5.328018299799352
2024-06-11,AAPL,9.978624294449212,5.295808964353272
2024-06-12,AAPL,9.986272545382416,5.293368975545098
2024-06-13,AAPL,10.546895157344737,5.277432759367205
2024-06-14,AAPL,10.463120687729178,5.269491167956714
