date,ticker,intervention_score,confounder_proxy,macro_shock_signal
2023-07-07,AAPL,0.0,0.0,0.0
2023-07-10,AAPL,0.0,0.0,0.0
2023-07-11,AAPL,0.0,0.0,0.0
2023-07-12,AAPL,0.0,0.0,0.0
2023-07-13,AAPL,0.0,0.0,0.0
2023-07-14,AAPL,0.0,0.0,0.0
2023-07-17,AAPL,0.0,0.0,0.0
2023-07-18,AAPL,0.0,0.0,0.0
2023-07-19,AAPL,0.0,0.0,0.0
2023-07-20,AAPL,0.0,0.0,0.0
2023-07-21,AAPL,0.0,0.0,0.0
2023-07-24,AAPL,0.0,0.0,0.0
2023-07-25,AAPL,0.0,0.0,0.0
2023-07-26,AAPL,0.0,0.0,0.0
2023-07-27,AAPL,0.0,0.0,0.0
2023-07-28,AAPL,0.0,0.0,0.0
2023-07-31,AAPL,0.0,0.0,0.0
2023-08-01,AAPL,0.0,0.0,0.0
2023-08-02,AAPL,0.0,0.0,0.0
2023-08-03,AAPL,0.0,0.0,0.0
2023-08-04,AAPL,0.0,0.0,0.0
2023-08-07,AAPL,0.0,0.0,0.0
2023-08-08,AAPL,0.0,0.0,0.0
2023-08-09,AAPL,0.0,0.0,0.0
2023-08-10,AAPL,0.0,0.0,0.0
2023-08-11,AAPL,0.0,0.0,0.0
2023-08-14,AAPL,0.0,0.0,0.0
2023-08-15,AAPL,0.0,0.0,0.0
2023-08-16,AAPL,0.0,0.0,0.0
2023-08-17,AAPL,0.0,0.0,0.0
2023-08-18,AAPL,0.0,0.0,0.0
2023-08-21,AAPL,0.0,0.0,0.0
2023-08-22,AAPL,0.0,0.0,0.0
2023-08-23,AAPL,0.0,0.0,0.0
2023-08-24,AAPL,0.0,0.0,0.0
2023-08-25,AAPL,0.0,0.0,0.0
2023-08-28,AAPL,0.0,0.0,0.0
2023-08-29,AAPL,0.0,0.0,0.0
2023-08-30,AAPL,0.0,0.0,0.0
2023-08-31,AAPL,0.0,0.0,0.0
2023-09-01,AAPL,0.0,0.0,0.0
2023-09-05,AAPL,0.0,0.0,0.0
2023-09-06,AAPL,0.0,0.0,0.0
2023-09-07,AAPL,0.0,0.0,0.0
2023-09-08,AAPL,0.0,0.0,0.0
2023-09-11,AAPL,0.0,0.0,0.0
2023-09-12,AAPL,0.0,0.0,0.0
2023-09-13,AAPL,0.0,0.0,0.0
2023-09-14,AAPL,0.0,0.0,0.0
2023-09-15,AAPL,0.0,0.0,0.0
2023-09-18,AAPL,0.0,0.0,0.0
2023-09-19,AAPL,0.0,0.0,0.0
2023-09-20,AAPL,0.0,0.0,0.0
2023-09-21,AAPL,0.0,0.0,0.0
2023-09-22,AAPL,0.0,0.0,0.0
2023-09-25,AAPL,0.0,0.0,0.0
2023-09-26,AAPL,0.0,0.0,0.0
2023-09-27,AAPL,0.0,0.0,0.0
2023-09-28,AAPL,0.0,0.0,0.0
2023-09-29,AAPL,0.0,0.0,0.0
2023-10-02,AAPL,0.0,0.0,0.0
2023-10-03,AAPL,0.0,0.0,0.0
2023-10-04,AAPL,0.0,0.0,0.0
2023-10-05,AAPL,0.0,0.0,0.0
2023-10-06,AAPL,0.0,0.0,0.0
2023-10-09,AAPL,0.0,0.0,0.0
2023-10-10,AAPL,0.0,0.0,0.0
2023-10-11,AAPL,0.0,0.0,0.0
2023-10-12,AAPL,0.0,0.0,0.0
2023-10-13,AAPL,0.0,0.0,0.0
2023-10-16,AAPL,0.0,0.0,0.0
2023-10-17,AAPL,0.0,0.0,0.0
2023-10-18,AAPL,0.0,0.0,0.0
2023-10-19,AAPL,0.0,0.0,0.0
2023-10-20,AAPL,0.0,0.0,0.0
2023-10-23,AAPL,0.0,0.0,0.0
2023-10-24,AAPL,0.0,0.0,0.0
2023-10-25,AAPL,0.0,0.0,0.0
2023-10-26,AAPL,0.0,0.0,0.0
2023-10-27,AAPL,0.0,0.0,0.0
2023-10-30,AAPL,0.0,0.0,0.0
2023-10-31,AAPL,0.0,0.0,0.0
2023-11-01,AAPL,0.0,0.0,0.0
2023-11-02,AAPL,0.0,0.0,0.0
2023-11-03,AAPL,0.0,0.0,0.0
2023-11-06,AAPL,0.0,0.0,0.0
2023-11-07,AAPL,0.0,0.0,0.0
2023-11-08,AAPL,0.0,0.0,0.0
2023-11-09,AAPL,0.0,0.0,0.0
2023-11-10,AAPL,0.0,0.0,0.0
2023-11-13,AAPL,0.0,0.0,0.0
2023-11-14,AAPL,0.0,0.0,0.0
2023-11-15,AAPL,0.0,0.0,0.0
2023-11-16,AAPL,0.0,0.0,0.0
2023-11-17,AAPL,0.0,0.0,0.0
2023-11-20,AAPL,0.0,0.0,0.0
2023-11-21,AAPL,0.0,0.0,0.0
2023-11-22,AAPL,0.0,0.0,0.0
2023-11-24,AAPL,0.0,0.0,0.0
2023-11-27,AAPL,0.0,0.0,0.0
2023-11-28,AAPL,0.0,0.0,0.0
2023-11-29,AAPL,0.0,0.0,0.0
2023-11-30,AAPL,0.0,0.0,0.0
2023-12-01,AAPL,0.0,0.0,0.0
2023-12-04,AAPL,0.0,0.0,0.0
2023-12-05,AAPL,0.0,0.0,0.0
2023-12-06,AAPL,0.0,0.0,0.0
2023-12-07,AAPL,0.0,0.0,0.0
2023-12-08,AAPL,0.0,0.0,0.0
2023-12-11,AAPL,0.0,0.0,0.0
2023-12-12,AAPL,0.0,0.0,0.0
2023-12-13,AAPL,0.0,0.0,0.0
2023-12-14,AAPL,0.0,0.0,0.0
2023-12-15,AAPL,0.0,0.0,0.0
2023-12-18,AAPL,0.0,0.0,0.0
2023-12-19,AAPL,0.0,0.0,0.0
2023-12-20,AAPL,0.0,0.0,0.0
2023-12-21,AAPL,0.0,0.0,0.0
2023-12-22,AAPL,0.0,0.0,0.0
2023-12-26,AAPL,0.0,0.0,0.0
2023-12-27,AAPL,0.0,0.0,0.0
2023-12-28,AAPL,0.0,0.0,0.0
2023-12-29,AAPL,0.0,0.0,0.0
2024-01-02,AAPL,0.0,0.0,0.0
2024-01-03,AAPL,0.0,0.0,0.0
2024-01-04,AAPL,0.0,0.0,0.0
2024-01-05,AAPL,0.0,0.0,0.0
2024-01-08,AAPL,0.0,0.0,0.0
2024-01-09,AAPL,0.0,0.0,0.0
2024-01-10,AAPL,0.0,0.0,0.0
2024-01-11,AAPL,0.0,0.0,0.0
2024-01-12,AAPL,0.0,0.0,0.0
2024-01-16,AAPL,0.0,0.0,0.0
2024-01-17,AAPL,0.0,0.0,0.0
2024-01-18,AAPL,0.0,0.0,0.0
2024-01-19,AAPL,0.0,0.0,0.0
2024-01-22,AAPL,0.0,0.0,0.0
2024-01-23,AAPL,0.0,0.0,0.0
2024-01-24,AAPL,0.0,0.0,0.0
2024-01-25,AAPL,0.0,0.0,0.0
2024-01-26,AAPL,0.0,0.0,0.0
2024-01-29,AAPL,0.0,0.0,0.0
2024-01-30,AAPL,0.0,0.0,0.0
2024-01-31,AAPL,0.0,0.0,0.0
2024-02-01,AAPL,0.0,0.0,0.0
2024-02-02,AAPL,0.0,0.0,0.0
2024-02-05,AAPL,0.0,0.0,0.0
2024-02-06,AAPL,0.0,0.0,0.0
2024-02-07,AAPL,0.0,0.0,0.0
2024-02-08,AAPL,0.0,0.0,0.0
2024-02-09,AAPL,0.0,0.0,0.0
2024-02-12,AAPL,0.0,0.0,0.0
2024-02-13,AAPL,0.0,0.0,0.0
2024-02-14,AAPL,0.0,0.0,0.0
2024-02-15,AAPL,0.0,0.0,0.0
2024-02-16,AAPL,0.0,0.0,0.0
2024-02-20,AAPL,0.0,0.0,0.0
2024-02-21,AAPL,0.0,0.0,0.0
2024-02-22,AAPL,0.0,0.0,0.0
2024-02-23,AAPL,0.0,0.0,0.0
2024-02-26,AAPL,0.0,0.0,0.0
2024-02-27,AAPL,0.0,0.0,0.0
2024-02-28,AAPL,0.0,0.0,0.0
2024-02-29,AAPL,0.0,0.0,0.0
2024-03-01,AAPL,0.0,0.0,0.0
2024-03-04,AAPL,0.0,0.0,0.0
2024-03-05,AAPL,0.0,0.0,0.0
2024-03-06,AAPL,0.0,0.0,0.0
2024-03-07,AAPL,0.0,0.0,0.0
2024-03-08,AAPL,0.0,0.0,0.0
2024-03-11,AAPL,0.0,0.0,0.0
2024-03-12,AAPL,0.0,0.0,0.0
2024-03-13,AAPL,0.0,0.0,0.0
2024-03-14,AAPL,0.0,0.0,0.0
2024-03-15,AAPL,0.0,0.0,0.0
2024-03-18,AAPL,0.0,0.0,0.0
2024-03-19,AAPL,0.0,0.0,0.0
2024-03-20,AAPL,0.0,0.0,0.0
2024-03-21,AAPL,0.0,0.0,0.0
2024-03-22,AAPL,0.0,0.0,0.0
2024-03-25,AAPL,0.0,0.0,0.0
2024-03-26,AAPL,0.0,0.0,0.0
2024-03-27,AAPL,0.0,0.0,0.0
2024-03-28,AAPL,0.0,0.0,0.0
2024-04-01,AAPL,0.0,0.0,0.0
2024-04-02,AAPL,0.0,0.0,0.0
2024-04-03,AAPL,0.0,0.0,0.0
2024-04-04,AAPL,0.0,0.0,0.0
2024-04-05,AAPL,0.0,0.0,0.0
2024-04-08,AAPL,0.0,0.0,0.0
2024-04-09,AAPL,0.0,0.0,0.0
2024-04-10,AAPL,0.0,0.0,0.0
2024-04-11,AAPL,0.0,0.0,0.0
2024-04-12,AAPL,0.0,0.0,0.0
2024-04-15,AAPL,0.0,0.0,0.0
2024-04-16,AAPL,0.0,0.0,0.0
2024-04-17,AAPL,0.0,0.0,0.0
2024-04-18,AAPL,0.0,0.0,0.0
2024-04-19,AAPL,0.0,0.0,0.0
2024-04-22,AAPL,0.0,0.0,0.0
2024-04-23,AAPL,0.0,0.0,0.0
2024-04-24,AAPL,0.0,0.0,0.0
2024-04-25,AAPL,0.0,0.0,0.0
2024-04-26,AAPL,0.0,0.0,0.0
2024-04-29,AAPL,0.0,0.0,0.0
2024-04-30,AAPL,0.0,0.0,0.0
2024-05-01,AAPL,0.0,0.0,0.0
2024-05-02,AAPL,0.0,0.0,0.0
2024-05-03,AAPL,0.0,0.0,0.0
2024-05-06,AAPL,0.0,0.0,0.0
2024-05-07,AAPL,0.0,0.0,0.0
2024-05-08,AAPL,0.0,0.0,0.0
2024-05-09,AAPL,0.0,0.0,0.0
2024-05-10,AAPL,0.0,0.0,0.0
2024-05-13,AAPL,0.0,0.0,0.0
2024-05-14,AAPL,0.0,0.0,0.0
2024-05-15,AAPL,0.0,0.0,0.0
2024-05-16,AAPL,0.0,0.0,0.0
2024-05-17,AAPL,0.0,0.0,0.0
2024-05-20,AAPL,0.0,0.0,0.0
2024-05-21,AAPL,0.0,0.0,0.0
2024-05-22,AAPL,0.0,0.0,0.0
2024-05-23,AAPL,0.0,0.0,0.0
2024-05-24,AAPL,0.0,0.0,0.0
2024-05-28,AAPL,0.0,0.0,0.0
2024-05-29,AAPL,0.0,0.0,0.0
2024-05-30,AAPL,0.0,0.0,0.0
2024-05-31,AAPL,0.0,0.0,0.0
2024-06-03,AAPL,0.0,0.0,0.0
2024-06-04,AAPL,0.0,0.0,0.0
2024-06-05,AAPL,0.0,0.0,0.0
2024-06-06,AAPL,0.0,0.0,0.0
2024-06-07,AAPL,0.0,0.0,0.0
2024-06-10,AAPL,0.0,0.0,0.0
2024-06-11,AAPL,0.0,0.0,0.0
2024-06-12,AAPL,0.0,0.0,0.0
2024-06-13,AAPL,0.0,0.0,0.0
2024-06-14,AAPL,0.0,0.0,0.0
2024-06-17,AAPL,0.0,0.0,0.0
2024-06-18,AAPL,0.0,0.0,0.0
2024-06-20,AAPL,0.0,0.0,0.0
2024-06-21,AAPL,0.0,0.0,0.0
2024-06-24,AAPL,0.0,0.0,0.0
2024-06-25,AAPL,0.0,0.0,0.0
2024-06-26,AAPL,0.0,0.0,0.0
2024-06-27,AAPL,0.0,0.0,0.0
2024-06-28,AAPL,0.0,0.0,0.0
2024-07-01,AAPL,0.0,0.0,0.0
2024-07-02,AAPL,0.0,0.0,0.0
2024-07-03,AAPL,0.0,0.0,0.0
2024-07-05,AAPL,0.0,0.0,0.0
2024-07-08,AAPL,0.0,0.0,0.0
2024-07-09,AAPL,0.0,0.0,0.0
2024-07-10,AAPL,0.0,0.0,0.0
2024-07-11,AAPL,0.0,0.0,0.0
2024-07-12,AAPL,0.0,0.0,0.0
2024-07-15,AAPL,0.0,0.0,0.0
2024-07-16,AAPL,0.0,0.0,0.0
2024-07-17,AAPL,0.0,0.0,0.0
2024-07-18,AAPL,0.0,0.0,0.0
2024-07-19,AAPL,0.0,0.0,0.0
2024-07-22,AAPL,0.0,0.0,0.0
2024-07-23,AAPL,0.0,0.0,0.0
2024-07-24,AAPL,0.0,0.0,0.0
2024-07-25,AAPL,0.0,0.0,0.0
2024-07-26,AAPL,0.0,0.0,0.0
2024-07-29,AAPL,0.0,0.0,0.0
2024-07-30,AAPL,0.0,0.0,0.0
2024-07-31,AAPL,0.0,0.0,0.0
2024-08-01,AAPL,0.0,0.0,0.0
2024-08-02,AAPL,0.0,0.0,0.0
2024-08-05,AAPL,0.0,0.0,0.0
2024-08-06,AAPL,0.0,0.0,0.0
2024-08-07,AAPL,0.0,0.0,0.0
2024-08-08,AAPL,0.0,0.0,0.0
2024-08-09,AAPL,0.0,0.0,0.0
2024-08-12,AAPL,0.0,0.0,0.0
2024-08-13,AAPL,0.0,0.0,0.0
2024-08-14,AAPL,0.0,0.0,0.0
2024-08-15,AAPL,0.0,0.0,0.0
2024-08-16,AAPL,0.0,0.0,0.0
2024-08-19,AAPL,0.0,0.0,0.0
2024-08-20,AAPL,0.0,0.0,0.0
2024-08-21,AAPL,0.0,0.0,0.0
2024-08-22,AAPL,0.0,0.0,0.0
2024-08-23,AAPL,0.0,0.0,0.0
2024-08-26,AAPL,0.0,0.0,0.0
2024-08-27,AAPL,0.0,0.0,0.0
2024-08-28,AAPL,0.0,0.0,0.0
2024-08-29,AAPL,0.0,0.0,0.0
2024-08-30,AAPL,0.0,0.0,0.0
2024-09-03,AAPL,0.0,0.0,0.0
2024-09-04,AAPL,0.0,0.0,0.0
2024-09-05,AAPL,0.0,0.0,0.0
2024-09-06,AAPL,0.0,0.0,0.0
2024-09-09,AAPL,0.0,0.0,0.0
2024-09-10,AAPL,0.0,0.0,0.0
2024-09-11,AAPL,0.0,0.0,0.0
2024-09-12,AAPL,0.0,0.0,0.0
2024-09-13,AAPL,0.0,0.0,0.0
2024-09-16,AAPL,0.0,0.0,0.0
2024-09-17,AAPL,0.0,0.0,0.0
2024-09-18,AAPL,0.0,0.0,0.0
2024-09-19,AAPL,0.0,0.0,0.0
2024-09-20,AAPL,0.0,0.0,0.0
2024-09-23,AAPL,0.0,0.0,0.0
2024-09-24,AAPL,0.0,0.0,0.0
2024-09-25,AAPL,0.0,0.0,0.0
2024-09-26,AAPL,0.0,0.0,0.0
2024-09-27,AAPL,0.0,0.0,0.0
2024-09-30,AAPL,0.0,0.0,0.0
2024-10-01,AAPL,0.0,0.0,0.0
2024-10-02,AAPL,0.0,0.0,0.0
2024-10-03,AAPL,0.0,0.0,0.0
2024-10-04,AAPL,0.0,0.0,0.0
2024-10-07,AAPL,0.0,0.0,0.0
2024-10-08,AAPL,0.0,0.0,0.0
2024-10-09,AAPL,0.0,0.0,0.0
2024-10-10,AAPL,0.0,0.0,0.0
2024-10-11,AAPL,0.0,0.0,0.0
2024-10-14,AAPL,0.0,0.0,0.0
2024-10-15,AAPL,0.0,0.0,0.0
2024-10-16,AAPL,0.0,0.0,0.0
2024-10-17,AAPL,0.0,0.0,0.0
2024-10-18,AAPL,0.0,0.0,0.0
2024-10-21,AAPL,0.0,0.0,0.0
2024-10-22,AAPL,0.0,0.0,0.0
2024-10-23,AAPL,0.0,0.0,0.0
2024-10-24,AAPL,0.0,0.0,0.0
2024-10-25,AAPL,0.0,0.0,0.0
2024-10-28,AAPL,0.0,0.0,0.0
2024-10-29,AAPL,0.0,0.0,0.0
2024-10-30,AAPL,0.0,0.0,0.0
2024-10-31,AAPL,0.0,0.0,0.0
2024-11-01,AAPL,0.0,0.0,0.0
2024-11-04,AAPL,0.0,0.0,0.0
2024-11-05,AAPL,0.0,0.0,0.0
2024-11-06,AAPL,0.0,0.0,0.0
2024-11-07,AAPL,0.0,0.0,0.0
2024-11-08,AAPL,0.0,0.0,0.0
2024-11-11,AAPL,0.0,0.0,0.0
2024-11-12,AAPL,0.0,0.0,0.0
2024-11-13,AAPL,0.0,0.0,0.0
2024-11-14,AAPL,0.0,0.0,0.0
2024-11-15,AAPL,0.0,0.0,0.0
2024-11-18,AAPL,0.0,0.0,0.0
2024-11-19,AAPL,0.0,0.0,0.0
2024-11-20,AAPL,0.0,0.0,0.0
2024-11-21,AAPL,0.0,0.0,0.0
2024-11-22,AAPL,0.0,0.0,0.0
2024-11-25,AAPL,0.0,0.0,0.0
2024-11-26,AAPL,0.0,0.0,0.0
2024-11-27,AAPL,0.0,0.0,0.0
2024-11-29,AAPL,0.0,0.0,0.0
2024-12-02,AAPL,0.0,0.0,0.0
2024-12-03,AAPL,0.0,0.0,0.0
2024-12-04,AAPL,0.0,0.0,0.0
2024-12-05,AAPL,0.0,0.0,0.0
2024-12-06,AAPL,0.0,0.0,0.0
2024-12-09,AAPL,0.0,0.0,0.0
2024-12-10,AAPL,0.0,0.0,0.0
2024-12-11,AAPL,0.0,0.0,0.0
2024-12-12,AAPL,0.0,0.0,0.0
2024-12-13,AAPL,0.0,0.0,0.0
2024-12-16,AAPL,0.0,0.0,0.0
2024-12-17,AAPL,0.0,0.0,0.0
2024-12-18,AAPL,0.0,0.0,0.0
2024-12-19,AAPL,0.0,0.0,0.0
2024-12-20,AAPL,0.0,0.0,0.0
2024-12-23,AAPL,0.0,0.0,0.0
2024-12-24,AAPL,0.0,0.0,0.0
2024-12-26,AAPL,0.0,0.0,0.0
2024-12-27,AAPL,0.0,0.0,0.0
2024-12-30,AAPL,0.0,0.0,0.0
2024-12-31,AAPL,0.0,0.0,0.0
2025-01-02,AAPL,0.0,0.0,0.0
2025-01-03,AAPL,0.0,0.0,0.0
2025-01-06,AAPL,0.0,0.0,0.0
2025-01-07,AAPL,0.0,0.0,0.0
2025-01-08,AAPL,0.0,0.0,0.0
2025-01-10,AAPL,0.0,0.0,0.0
2025-01-13,AAPL,0.0,0.0,0.0
2025-01-14,AAPL,0.0,0.0,0.0
2025-01-15,AAPL,0.0,0.0,0.0
2025-01-16,AAPL,0.0,0.0,0.0
2025-01-17,AAPL,0.0,0.0,0.0
2025-01-21,AAPL,0.0,0.0,0.0
2025-01-22,AAPL,0.0,0.0,0.0
2025-01-23,AAPL,0.0,0.0,0.0
2025-01-24,AAPL,0.0,0.0,0.0
2025-01-27,AAPL,0.0,0.0,0.0
2025-01-28,AAPL,0.0,0.0,0.0
2025-01-29,AAPL,0.0,0.0,0.0
2025-01-30,AAPL,0.0,0.0,0.0
2025-01-31,AAPL,0.0,0.0,0.0
2025-02-03,AAPL,0.0,0.0,0.0
2025-02-04,AAPL,0.0,0.0,0.0
2025-02-05,AAPL,0.0,0.0,0.0
2025-02-06,AAPL,0.0,0.0,0.0
2025-02-07,AAPL,0.0,0.0,0.0
2025-02-10,AAPL,0.0,0.0,0.0
2025-02-11,AAPL,0.0,0.0,0.0
2025-02-12,AAPL,0.0,0.0,0.0
2025-02-13,AAPL,0.0,0.0,0.0
2025-02-14,AAPL,0.0,0.0,0.0
2025-02-18,AAPL,0.0,0.0,0.0
2025-02-19,AAPL,0.0,0.0,0.0
2025-02-20,AAPL,0.0,0.0,0.0
2025-02-21,AAPL,0.0,0.0,0.0
2025-02-24,AAPL,0.0,0.0,0.0
2025-02-25,AAPL,0.0,0.0,0.0
2025-02-26,AAPL,0.0,0.0,0.0
2025-02-27,AAPL,0.0,0.0,0.0
2025-02-28,AAPL,0.0,0.0,0.0
2025-03-03,AAPL,0.0,0.0,0.0
2025-03-04,AAPL,0.0,0.0,0.0
2025-03-05,AAPL,0.0,0.0,0.0
2025-03-06,AAPL,0.0,0.0,0.0
2025-03-07,AAPL,0.0,0.0,0.0
2025-03-10,AAPL,0.0,0.0,0.0
2025-03-11,AAPL,0.0,0.0,0.0
2025-03-12,AAPL,0.0,0.0,0.0
2025-03-13,AAPL,0.0,0.0,0.0
2025-03-14,AAPL,0.0,0.0,0.0
2025-03-17,AAPL,0.0,0.0,0.0
2025-03-18,AAPL,0.0,0.0,0.0
2025-03-19,AAPL,0.0,0.0,0.0
2025-03-20,AAPL,0.0,0.0,0.0
2025-03-21,AAPL,0.0,0.0,0.0
2025-03-24,AAPL,0.0,0.0,0.0
2025-03-25,AAPL,0.0,0.0,0.0
2025-03-26,AAPL,0.0,0.0,0.0
2025-03-27,AAPL,0.0,0.0,0.0
2025-03-28,AAPL,0.0,0.0,0.0
2025-03-31,AAPL,0.0,0.0,0.0
2025-04-01,AAPL,0.0,0.0,0.0
2025-04-02,AAPL,0.0,0.0,0.0
2025-04-03,AAPL,0.0,0.0,0.0
2025-04-04,AAPL,0.0,0.0,0.0
2025-04-07,AAPL,0.0,0.0,0.0
2025-04-08,AAPL,0.0,0.0,0.0
2025-04-09,AAPL,0.0,0.0,0.0
2025-04-10,AAPL,0.0,0.0,0.0
2025-04-11,AAPL,0.0,0.0,0.0
2025-04-14,AAPL,0.0,0.0,0.0
2025-04-15,AAPL,0.0,0.0,0.0
2025-04-16,AAPL,0.0,0.0,0.0
2025-04-17,AAPL,0.0,0.0,0.0
2025-04-21,AAPL,0.0,0.0,0.0
2025-04-22,AAPL,0.0,0.0,0.0
2025-04-23,AAPL,0.0,0.0,0.0
2025-04-24,AAPL,0.0,0.0,0.0
2025-04-25,AAPL,0.0,0.0,0.0
2025-04-28,AAPL,0.0,0.0,0.0
2025-04-29,AAPL,0.0,0.0,0.0
2025-04-30,AAPL,0.0,0.0,0.0
2025-05-01,AAPL,0.0,0.0,0.0
2025-05-02,AAPL,0.0,0.0,0.0
2025-05-05,AAPL,0.0,0.0,0.0
2025-05-06,AAPL,0.0,0.0,0.0
2025-05-07,AAPL,0.0,0.0,0.0
2025-05-08,AAPL,0.0,0.0,0.0
2025-05-09,AAPL,0.0,0.0,0.0
2025-05-12,AAPL,0.0,0.0,0.0
2025-05-13,AAPL,0.0,0.0,0.0
2025-05-14,AAPL,0.0,0.0,0.0
2025-05-15,AAPL,0.0,0.0,0.0
2025-05-16,AAPL,0.0,0.0,0.0
2025-05-19,AAPL,0.0,0.0,0.0
2025-05-20,AAPL,0.0,0.0,0.0
2025-05-21,AAPL,0.0,0.0,0.0
2025-05-22,AAPL,0.0,0.0,0.0
2025-05-23,AAPL,0.0,0.0,0.0
2025-05-27,AAPL,0.0,0.0,0.0
2025-05-28,AAPL,0.0,0.0,0.0
2025-05-29,AAPL,0.0,0.0,0.0
2025-05-30,AAPL,0.0,0.0,0.0
2025-06-02,AAPL,0.0,0.0,0.0
2025-06-03,AAPL,0.0,0.0,0.0
2025-06-04,AAPL,0.0,0.0,0.0
2025-06-05,AAPL,0.0,0.0,0.0
2025-06-06,AAPL,0.0,0.0,0.0
2025-06-09,AAPL,0.0,0.0,0.0
2025-06-10,AAPL,0.0,0.0,0.0
2025-06-11,AAPL,0.0,0.0,0.0
2025-06-12,AAPL,0.0,0.0,0.0
2025-06-13,AAPL,0.0,0.0,0.0
2025-06-16,AAPL,0.0,0.0,0.0
2025-06-17,AAPL,0.0,0.0,0.0
2025-06-18,AAPL,0.0,0.0,0.0
2025-06-20,AAPL,0.0,0.0,0.0
2025-06-23,AAPL,0.0,0.0,0.0
2025-06-24,AAPL,0.0,0.0,0.0
2025-06-25,AAPL,0.0,0.0,0.0
2025-06-26,AAPL,0.0,0.0,0.0
2025-06-27,AAPL,0.0,0.0,0.0
2025-06-30,AAPL,0.0,0.0,0.0
2025-07-01,AAPL,0.0,0.0,0.0
2025-07-02,AAPL,0.0,0.0,0.0
2025-07-03,AAPL,0.0,0.0,0.0
2025-07-07,AAPL,0.0,0.0,0.0
2025-07-08,AAPL,0.0,0.0,0.0
2025-07-09,AAPL,0.0,0.0,0.0
2025-07-10,AAPL,0.0,0.0,0.0
2025-07-11,AAPL,0.0,0.0,0.0
2025-07-14,AAPL,0.0,0.0,0.0
2025-07-15,AAPL,0.0,0.0,0.0
2025-07-16,AAPL,0.0,0.0,0.0
2025-07-17,AAPL,0.0,0.0,0.0
2025-07-18,AAPL,0.0,0.0,0.0
2025-07-21,AAPL,0.0,0.0,0.0
2025-07-22,AAPL,0.0,0.0,0.0
2025-07-23,AAPL,0.0,0.0,0.0
2025-07-24,AAPL,0.0,0.0,0.0
2025-07-25,AAPL,0.0,0.0,0.0
2025-07-28,AAPL,0.0,0.0,0.0
2025-07-29,AAPL,0.0,0.0,0.0
2025-07-30,AAPL,0.0,0.0,0.0
2025-07-31,AAPL,0.0,0.0,0.0
2025-08-01,AAPL,0.0,0.0,0.0
2025-08-04,AAPL,0.0,0.0,0.0
2025-08-05,AAPL,0.0,0.0,0.0
